medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
Xgeva,EU/1/11/703/003,Šķīdums injekcijām,Denosumabum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Vibativ,EU/1/11/705/001,Pulveris infūziju šķīduma pagatavošanai,Telavancinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Vibativ,EU/1/11/705/002,Pulveris infūziju šķīduma pagatavošanai,Telavancinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Matever,EU/1/11/711/030,Koncentrāts infūziju šķīduma pagatavošanai,Levetiracetamum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Dexdor,EU/1/11/718/001,Koncentrāts infūziju šķīduma pagatavošanai,Dexmedetomidinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Dexdor,EU/1/11/718/002,Koncentrāts infūziju šķīduma pagatavošanai,Dexmedetomidinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Dexdor,EU/1/11/718/004,Koncentrāts infūziju šķīduma pagatavošanai,Dexmedetomidinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Dexdor,EU/1/11/718/006,Koncentrāts infūziju šķīduma pagatavošanai,Dexmedetomidinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Dexdor,EU/1/11/718/007,Koncentrāts infūziju šķīduma pagatavošanai,Dexmedetomidinum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Levetiracetam SUN,EU/1/11/741/001,Koncentrāts infūziju šķīduma pagatavošanai,Levetiracetamum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Vepacel,EU/1/12/752/001,Suspensija injekcijām,"Vaccinum influenzae prepandemicum (A/H5N1) (virion integrum, e cellula Vero cell, inactivatum)",Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Vepacel,EU/1/12/752/002,Suspensija injekcijām,"Vaccinum influenzae prepandemicum (A/H5N1) (virion integrum, e cellula Vero cell, inactivatum)",Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/001,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/002,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/003,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/004,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/005,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/006,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/007,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
Signifor,EU/1/12/753/008,Šķīdums injekcijām,Pasireotidum,Nē,Nē,M2,"Intravenozas infūzijas un/vai injekcijas, kas pārsniedz 100 mL/12 h, ir aizliegtas, izņemot tās, kas saņemtas slimnīcā ārstēšanās periodā, ķirurģisku procedūru laikā vai diagnozes noteikšanas nolūkos",,,"Intravenous infusions and/or injections exceeding 100 mL/12 h are prohibited, except for those legitimately received in the course of hospital treatments, surgical procedures or clinical diagnostic investigations",,
